0.000000000000000000e+00 0.000000000000000000e+00
6.944444444444444709e-04 0.000000000000000000e+00
1.388888888888888942e-03 0.000000000000000000e+00
2.083333333333333304e-03 0.000000000000000000e+00
2.777777777777777884e-03 0.000000000000000000e+00
3.472222222222222029e-03 0.000000000000000000e+00
4.166666666666666609e-03 0.000000000000000000e+00
4.861111111111111188e-03 0.000000000000000000e+00
5.555555555555555768e-03 0.000000000000000000e+00
6.250000000000000347e-03 0.000000000000000000e+00
6.944444444444444059e-03 0.000000000000000000e+00
7.638888888888888638e-03 0.000000000000000000e+00
8.333333333333333218e-03 0.000000000000000000e+00
9.027777777777776930e-03 0.000000000000000000e+00
9.722222222222222376e-03 0.000000000000000000e+00
1.041666666666666609e-02 0.000000000000000000e+00
1.111111111111111154e-02 0.000000000000000000e+00
1.180555555555555525e-02 0.000000000000000000e+00
1.250000000000000069e-02 0.000000000000000000e+00
1.319444444444444441e-02 0.000000000000000000e+00
1.388888888888888812e-02 0.000000000000000000e+00
1.458333333333333356e-02 0.000000000000000000e+00
1.527777777777777728e-02 0.000000000000000000e+00
1.597222222222222099e-02 0.000000000000000000e+00
1.666666666666666644e-02 0.000000000000000000e+00
1.736111111111111188e-02 0.000000000000000000e+00
1.805555555555555386e-02 0.000000000000000000e+00
1.874999999999999931e-02 0.000000000000000000e+00
1.944444444444444475e-02 0.000000000000000000e+00
2.013888888888889020e-02 0.000000000000000000e+00
2.083333333333333218e-02 0.000000000000000000e+00
2.152777777777777762e-02 0.000000000000000000e+00
2.222222222222222307e-02 0.000000000000000000e+00
2.291666666666666505e-02 0.000000000000000000e+00
2.361111111111111049e-02 0.000000000000000000e+00
2.430555555555555594e-02 0.000000000000000000e+00
2.500000000000000139e-02 0.000000000000000000e+00
2.569444444444444337e-02 0.000000000000000000e+00
2.638888888888888881e-02 0.000000000000000000e+00
2.708333333333333426e-02 0.000000000000000000e+00
2.777777777777777624e-02 0.000000000000000000e+00
2.847222222222222168e-02 0.000000000000000000e+00
2.916666666666666713e-02 0.000000000000000000e+00
2.986111111111111258e-02 0.000000000000000000e+00
3.055555555555555455e-02 0.000000000000000000e+00
3.125000000000000000e-02 0.000000000000000000e+00
3.194444444444444198e-02 0.000000000000000000e+00
3.263888888888889089e-02 0.000000000000000000e+00
3.333333333333333287e-02 0.000000000000000000e+00
3.402777777777777485e-02 0.000000000000000000e+00
3.472222222222222376e-02 0.000000000000000000e+00
3.541666666666666574e-02 0.000000000000000000e+00
3.611111111111110772e-02 0.000000000000000000e+00
3.680555555555555663e-02 0.000000000000000000e+00
3.749999999999999861e-02 0.000000000000000000e+00
3.819444444444444753e-02 0.000000000000000000e+00
3.888888888888888951e-02 0.000000000000000000e+00
